Measurement_Gamma_0,Value_Alpha_1,Measurement_Beta_2,Reading_Theta_3,X_Coord,Y_Coord,Aux_Reading,Target_Value,Target_Category
5.671037070410932,,-2.8703288534862743,,,,,-6.396312833780121,1
5.580432377055806,,-0.6377900911699963,,,,,-3.513090221823898,2
6.604775573430635,,-2.8566263662902394,,,,,-15.242470832429765,0
4.340875428566695,,-1.1594247351705107,,,,,-10.142921852583477,1
7.937988454928148,,1.0639330195315608,,,,A}|X2m1qL)CSA3`6B{sj!<+U,-12.027286362852562,0
0.5778449877759065,,1.3231629708066701,,,,,6.2222313715887845,2
8.31683388410575,,-5.575551667029014,ru6QyDMJWs1EpS&,,,,-16.483819759490885,0
3.200477429985006,,-2.948878554404047,,,,,-11.542044575143763,0
4.918801864446938,,-4.482443548509732,,,,,-3.930416858993466,2
5.585310225967614,,-1.8114664788984176,,,,,-18.178762479897916,0
8.098070832650901,,-0.8797489180376576,,e?nGsHJ4dWSTB%#8p5->K@yV\,,,-8.008864318459201,1
1.8707352549159437,,-1.3221849970659285,,,,,-6.289940559623701,1
1.2593725264392057,,2.229593617677212,,,,,2.4303128303191324,2
0.552313856283558,,2.435384288123349,,,,,-2.2620086662717664,2
7.0443967190917816,,-4.537104456129492,,,7Q}&E7f){I_Md'%x%@Qsw[c&,,-7.724249314011217,1
4.502925512009033,,-0.3222051439664541,,,,,0.18404241587312248,2
7.688248550213124,,-2.5649270490988956,,,,,-13.049203744687787,0
4.448308313278786,,-3.4749315485910075,,s#l_i*\y[?^*(|j!^9W!,,,-10.303889076402474,1
1.6526344025167208,,-0.4346943639349954,,,,,-8.088007097734431,1
6.663163682999345,,-0.5739782709219787,,,,,-13.370770161006726,0
25.24758843738438,,1.8289079895561438,,,,,-5.6497653847637554,1
1.719779513460036,,1.3557657267480516,,,,,0.5888386241777366,2
6.770135736675102,,-1.2836852407743389,,,,,-16.015002159637007,0
9.760591047070582,,-2.161409956361693,,,,,-16.290730416831416,0
p#&6j}#jFrWv~{eq,]hQDwM&[ZeQ~QZ-,-2.8092583099004735,,,,,-9.551337763127469,1
4.814306143526079,,-2.267451473534481,,,,,-10.845401852878547,0
26.43567380634392,"kt1qE'&=w""jx8(XjwwC>",-1.6408306914706523,ye&.dix#n+^?p=N$<ByAjtxq,,,,-0.6338808459214957,2
4.792761735721188,,-4.054262635517578,,,,,-7.443341879845251,1
5.328617456970393,,-4.144960878865846,,,,,-11.272751930512527,0
3.666299249249045,,-12.980668609003478,,,,,-4.781349368131008,2
6.345779795282574,,1.255459350933067,"^cX8qsn!s""(?TU]]G1c_",BFv@+|#=1l>u~~OveAW=$[,,,-11.728953466396145,0
-0.023442561069402484,,2.4191423176255764,,,,,4.8029055965865135,2
5.364130086838551,,-0.8259714293509468,,,,,-6.895496496009162,1
5.881209316830729,,1.25640543625713,,,,,-7.032384505526874,1
3.741920810026614,,-3.4570637876034254,,,,,-7.307627820549193,1
7.193174102316478,,-2.199200899826711,,,,,-15.539560266047175,0
7.639912716133587,,0.5963354132027244,,,,,-17.555008225805402,0
8.829660656477754,,-2.5636370697955053,,,,,-21.335222236789036,0
5.643908547231096,,0.2139388350326869,,,,,-15.61344172456245,0
4.129088783586518,~0-_Vxmi{ZY&vqK$46,0.8408332069126773,,,,,-3.9028347272012955,2
4.401935633252256,,-1.8140856273265875,,,,,-4.618198562326137,2
9.374312002745796,,0.366755245947264,,,,,-14.580878752403617,0
3.4971644556954478,,ThnzzMy}!Ex7-g<p@<*m,,CDEj#-9`PQ%JL-ys4}@%,,,-3.21466755622087,2
2.270004988779947,,1.7657424648713955,,,,ZdC}oQX?If4iV8xF.s@6Lv',-11.735147322199543,0
7.262409209497236,,-2.1669765854926113,,,,,-23.373350494232124,0
1.946134958241237,,1.1181635777981664,,,"en2{\2m""(}+<rykaClMVul9",,-3.9227822284634,2
0.3835208388891022,,-1.1273814297288347,,,,,-8.216596809970975,1
!prI&C?mWJS8w)U>Ra,,-2.001709543505855,,,,,-9.976798402820668,1
1.584859217487375,,1.262862389621775,,,,,-0.552034363763675,2
Xp19my<S>yxUPr>%,,-1.048281476944975,,,,,-13.572775888228797,0
]sd]<RfjA7NrM%wV.,,0.8718447963929786,,,,,-9.559307822464163,1
5.27102440154474,,-1.8313081954619708,,,,,-6.028538959248082,1
8.894232191119727,,-0.9043516120846489,,,,,-7.3563172962855425,1
6.439937727204687,OdK}**rSfdeS]{},-1.2616435170949334,,,,}_N~M@hO<I<-iF0{022\,-14.54065300605565,0
1.4662862416694917,,0.9753747711984491,,,,,-8.25249956533801,1
5.6831533591450825,,-3.189578393499478,,,,,-12.7902916964235,0
2.8213177517425048,,-0.14691757188221774,,,,,1.96073321322032,2
6.134223905064391,,1.955337389459657,,,,,-10.523318744982813,1
4.169974175034565,,-1.881735178132809,,,,,-4.229261375464521,2
9.283593072770003,,-0.6918312526818506,,,"Nls[9W3U0""wBmmz!5nm0'v",,-18.879987915842396,0
7.4029181999325155,,-0.1473296093112719,,,,,-13.32476400369902,0
5.425638773726223,,3.168432909000505,,,,,4.914567427436218,2
0.03381317039448517,,4.369958733571396,,,,,-4.4027727770889475,2
2.1723237099670727,U{h>+u.-taVf`_br*1w_f4H8e,-0.4872153648167002,,,,,3.8315277738375615,2
5.779190524867851,,1.7732752261617022,nsz[`A^2Uc5qI@c|j^,,,,-2.7919026669616773,2
4.931222805375201,[C7w+7-HY_s(Xiihe'qc,-11.233858166223143,,,,,-5.122999794447207,1
5.329324971236193,,-0.7011764276520265,,zY~u\7pMpod?zxN+>#~6jZ,,,-5.744489858745225,1
0.9445906305282905,,1.060536217950626,,,,,-9.110974648757782,1
6.647566145544423,,-1.785013662581745,,,,,-7.219847296890569,1
1.4525411226162968,,-0.5247822633803996,,,,,-3.4968549149752404,2
4.3946072759365,,0.6590726404774125,,,,,-3.2836311148182653,2
5.321801885772241,,-0.9633365391872618,,,,,-6.51944420658096,1
1.875545638181329,,1.0221781119789974,,,,,-0.5625126995661925,2
3.195664707977154,,1.3862225411424975,,qZ@7=-r<1V-p%F11LC,,,-8.72771101438054,1
2.957082140623758,,-0.6605986029530319,,3-+%uU3[g.qz{Bw{Tb+\,,,-8.502977461860274,1
4.81907933095554,,-2.861406930190099,,,,,-6.240189968550694,1
9.880621776083265,,-1.930878577200167,,"a4L(=+'""-!*Qjkx",,,-14.044566822315026,0
3.031687569930378,,0.5095440011838636,,,,,3.355501431597064,2
9.561533289632518,,-7.072352008124682,,o^y9AtQe2{R0ztB,,,-18.104201310034576,0
0.3706633544434119,,1.6334897684145502,,,,,-1.5318371696999407,2
6.130099339781748,,0.628496796372507,,,,,-7.027122041897678,1
2.993050482911568,,-3.0212659948801046,,V\q0>14Y+V}Lvlj%),,,-1.2476125757666476,2
0.35464270252974117,,-0.004816703692193974,,,#kqBAl_*0w_rM7Rd],,4.95008452928767,2
7.831082350894556,,1.3695169062825485,,,,,-12.701441337337547,0
6x1^1='L]ZXM0t99YRI-4J,,1.193981513898519,,,,,-7.477341812495935,1
2.8777758323210767,,-1.844612115784263,,,,,-1.5651544231248613,2
0.7509788045089777,,-1.5495681024307904,,,,,-0.5220576804230493,2
1.6519606771694406,,-0.6406872888709031,,,,,0.4320055966482469,2
9.497430847987214,ivtI~nq`H#4k5EG'=<,-1.7276071616701885,,,,,-20.372921481841832,0
3.0944426748514413,,2.6858491326952887,,,,,-3.740529174158887,2
2.5994675839567813,,-3.963688965049451,,,,,-4.806623722201002,2
2.7213745255612647,!Cq?-nI{{1N.#T='Ml,-1.1985615748676868,,,,,-4.9107745500336595,1
"a^(X.B^{J7@SV5O(""p|&qu/",,-0.6382677407349948,,e_{//2f?ctN([=0~~2,,,-4.5493763583068185,1
5.939523663059497,,1.0113719143247455,,,,,-15.003444667894628,0
8.756595130470203,,0.24093553752181776,[!2>)BhSQ+jr5~>RU2Sf,,,,-9.026217540831109,1
4.027114577676921,,-2.7943970811917263,,,,,-15.186572625033069,0
7.053370514663237,,-2.2662293974270318,,,,,-12.281229867731653,0
5.926036503670151,,-2.4070165254311533,,,,,-11.562653023877465,0
1.5324584743345298,,0.33281978301599374,,,,,-6.112609928025606,1
0.54421709606358,,1.1230266152190027,,,,9C1FptX7^[XG_fUISL-J6UkM,-3.869801303942997,2
5.787028482952838,,-1.992756911985118,,,,,-10.967715010561717,0
7.071253826644421,,-2.5885671103496968,,,,,-3.6386220281461146,2
1.9074077693662514,,-1.5715568992229643,,,,,-7.3044671182709715,1
7.898886583321667,,-3.778615994864848,,,,,-16.50719092151013,0
2.319330601314148,,-0.39182636200055865,,,,,-3.2065550899711766,2
3.787123019446767,,-2.5511417681007447,,,,,-11.064342479990161,0
2.3223873278479177,,-1.2901825873269455,,,,,-7.241893887246318,1
8.912100947498569,,-1.9013459014315888,,,,,-17.613800479695193,0
4.537103604801762,,-0.3738442800570521,"W/NcNpe$YY""[*IDH3Ov!",,,,4.221620213772806,2
6.946438671270921,,oOydhIK1nvucxS-],,,,,-11.681975402322262,0
4.019744321488749,,-0.03485813201096599,,,,,-1.4654941838507427,2
6.786837577976742,,-5.732692620172603,,,,,-6.724328949303636,1
-0.03323094071421334,,0.14845921688225217,,,,,-4.206520613256394,2
4.24735726668232,,-2.973538508125658,,,,,2.179175005176035,2
9.919524946589487,,-6.66382643184353,,,,,-17.920741534598733,0
0.2811811281875066,,-4.203511653123607,,"A1&Hi0LBC""V1aUX=jMLALTU$",,,0.3645771014032107,2
4.4377816590456165,,1.5338593413040191,,,,,-15.41739002026275,0
5.231224953561701,,-3.602430448545908,,,,,-7.330198581705088,1
6.4205725099306505,,-2.17943370958232,,,,,-11.980742024390755,0
9.714944713699579,,0.9413876383639668,cKgfDq_{M[G2ufK\[pw,,,,-14.306643699020695,0
5.611392319253278,,0.7213418655967796,,,,,-12.027712337710822,0
25.334125252892143,,2.6907564626092837,,,,,-1.4477057724442335,2
1.2608608738291587,,-3.102906535638566,,,,,3.1962632692091244,2
7.246446138425114,,-1.7523563089407699,,,,,-5.544077555560833,2
-0.04030473996791173,kX&+j4'Cv/Uzf>*B@\~n,1.4877830355259856,,,,,-2.280625526980613,2
5.31982474138014,,-3.2642891956290705,,,,,-10.111578881179287,1
6.112458117428501,,-1.7489860350097535,,,,,-13.149160476264168,0
4.5197927767590285,,-1.7404215365286575,,,,,-10.022674127638007,1
=rHc`0T`W)Dsys\,,1.021168112576843,,,,,-8.316100117624709,1
7.808911004500312,,0.2524617602559131,,,,,-17.452280855900813,0
1.7234504480088164,,1.1355665435392128,,,,,-0.6687098567670782,2
3.479410802924164,,-2.809103070774151,,,,,-5.812578771310483,1
4.4995286461528785,,-0.7500049220147714,,X|tY|O_}R=PjQU/T(ANQ`Ej,,,-4.204135099997506,2
brnf3Olx(KVmR10%`ba,,3.8685169183420345,,,,,-3.013207354681504,2
3.178028521038512,,-2.1204431149255933,,,,,-10.013164477283906,1
0.637460906719662,,-1.6538354659314458,${(N[cO6w$ts=}6gzz]ajzw^%,,,,9.256920739773392,2
2.6682634574815554,,-0.3222618056693546,,,,,-9.425593633764032,1
7.9911111146753715,,-2.5103049210534185,,,,,-12.072730484357622,0
!BI^a0WGj-piOned,,-0.7307257551134039,,,,,-9.277071309906516,1
7.793898741118257,,0.6834706342762458,,,,,-15.86649888313451,0
2.387512872862107,,0.753539342322512,,,,,-5.936142173393091,1
7.960578674965806,,KLg.<y}VJgc/Q?c,,,Klbd~8gnQnfW_H2*A$0Hc~LX(,,-8.562812703023164,1
7.9183773326277445,,-0.22069132293748472,,,,,-10.480260374061853,0
3.376205311469633,,2.117493802800431,,,,,0.7090936398339794,2
5.494200711235249,,-0.730963984125102,,,,,-10.741529593472027,0
"R5P7N""g}nf#]tI[h",,-3.4465922690730673,,,,,-22.020021031894807,0
9.469829931478113,,0.8994839133993286,,,,,-17.916036173088216,0
8.881675545941146,,-4.65082577695677,,,,,-13.162810408726113,0
8.635691996339391,,-1.0278744636360146,,,,,-4.576612666593206,2
9.488341416826247,,3.245137056505289,,,,,-16.983797034448664,0
8.3156694132908,,-4.927759289665533,,,,,-13.6225314088694,0
8.722927623120386,,-5.561938213025191,,,,,-2.667140295160128,2
"2tw_VD!B4""AL~vfKFzK",,-0.10884615251144245,,,,,-13.596240990931488,0
1.2645333401431673,,-2.5297905264038234,,lL@5Cdc9)_$D=/&{io,,,-6.378037548495606,1
1.3084262762623797,+Y($5BNh`V).7?`,-2.454013831931187,,,,,6.935175117522148,2
0.5838885885144417,,-1.2649082002843208,,,,,-0.060830850314733675,2
0.49153997674986305,,-0.7781088690748852,^>M6]/h*Ui8Pn9c{V,,,,1.725498254871636,2
0.8209011232117835,,3.021507851725099,,,,,4.561592513838704,2
5.632800616404249,,-1.524534550547154,,,,,-7.349271349755685,1
0.43698796847910326,,-4.280316506138318,,,,,-2.111960569667981,2
5.115046234728676,,-2.757580874392665,,,,,-10.5159966814333,1
5.449700120093421,,-0.9949782947874072,,,,,-10.845657391294111,0
-_BLkSua_I@XQB?,,-0.990641592115421,,,,,-12.365133830707773,0
6.312020538102016,,0.9540996867402658,,,,,-10.353421862449707,1
4.428628052767857,,rpyr{T(dE(@QItbp?('_Aw,,,,,-10.571364142121949,0
6.08653942290706,,-3.755009246478051,,,,,-7.067428024451517,1
4.867710178014271,,-0.7017481555967686,,,,,-10.490843603070871,1
8.374764349545591,,-0.007529499597635388,,,jXA.>js.)cMi?gss4N,,-9.697206166158857,1
8.208711924477619,,1.5456575793516547,"I1TOj""{sh&8%hc\$<L<f",,,`ySSr#xL&UQas?JFO6-&v,-15.765890107854617,0
7.802160821210704,,-3.55311431545939,,,,,-14.978778158586582,0
8.3320118502527,,-5.4095431816164155,,,,,-7.440262712840026,1
4.023471806645611,,-0.4693244150274143,,,,,-8.221763874317368,1
1.8388079969471993,,-0.6520077460671834,,,,,4.516455409185068,2
1.801374148656223,!\MCDmOxTYv[wplQ4i4,-2.3636077187169184,,T)5\^z9K=9<KpBO,,,-5.297639598700511,1
3.625826486926582,,-5.247927148827973,,,,,-12.810173724747578,0
4.098755182887713,,-1.3506070074671592,,,,,-15.345379918159766,0
1.8413343400444553,,-3.183571286893509,,,,,-2.952355283116338,2
1.8619885381841328,W5=kDyV/8N'RUk2D,0.0857750660035264,,,,,7.339278863456187,2
=7Ez%@Z*X&KHGa=,,1.8169981362241892,,,,,-8.978034727660013,1
8.676812446829201,,QD09+m6Z1f!~O6`g2Wuyff~W`,,,,,-15.38409240277828,0
2.3324382557927072,,-1.0021143704399396,,,,,4.496055299686423,2
9.351583039931352,,-6.737889200463258,,,,,-21.046595030475572,0
7.003676253711338,,-4.672898277009979,,,,"fp3TgG}iQeSz""WoV[",-12.121775761556883,0
9.674438177216876,,-3.356244843746094,,,,,-12.649039660145174,0
2.4178096590788076,,-2.8140954313686644,,,,,4.484858983696004,2
2.2114319711882198,,0.4627129637680339,,,,,0.041609482381562354,2
9.800266250250179,,-0.2524868411966492,]ddqTEJLGIy*7igfvgtZQlkZ!,,,,-9.62632993556414,1
ZRjgjc{_tQI-s(1RA,,-5.329537968667943,,,,,-15.358148935064081,0
1.9352999834035898,,-0.542967253793911,,,,,-2.040858075768742,2
1.6665751433561815,,-2.2836746863765374,,,,,2.0784151683499776,2
8.218969392650212,,-3.283850716649451,,,,,-11.24866766490358,0
3.5972944363408943,,-0.9386860284662426,,,,,-9.511389963600866,1
-0.001948550926643533,,0.5828479663890631,,,,,-44.07649210384555,1
7.977986618770802,,1.6854137150056632,,,,,-12.114862683942166,0
"n)Z>~aUp-Ups-@K4""",,-2.1563024838411433,,,,,-4.564776215564994,2
1.7898257437906886,,2.0229566948116,,WBJn9Z6ZX+1penQnEUc-Tw,,,-2.1708116266177413,2
4.5773772126050805,,8`_eCZD'p8}X0HHFvD,,,,,-9.803943710427454,1
5.08852328028293,,-1.3653278126659465,YIt1ekxMxh$OF~#&=,,,,-2.831004074977094,2
8.442411762301035,,-1.0444878185735884,,,,,-20.243654145656528,0
2.7303726381186535,,3.3562407792121807,,,,,-4.490855036169347,2
4.329751658933837,,1.8117149556623071,,,,,-4.177492965373591,2
9.335302375791493,,-5.548639310877852,,,,,-21.438765051759514,0
2.989280133971344,,-1.202666781876501,,,9@6$mlG!R<R|/i+,,-9.607237060019141,1
9.580055914345342,,-4.766565398654213,,,,,-9.818377401160339,1
fe`boBIt[m!o\XzFxgq,,0.26863890927001643,,,z[69cY7@NHzT#7|\j5?,"hxx_Q#x""!(^t+4!m[",-12.974632793054507,0
6.474804825984467,,-3.244499766272137,,,,,-6.849274537604218,1
8.252455561331516,,-2.4738304243781237,,,,,-15.877607690045124,0
8.094958486924284,,-0.07296192318768338,,,,,-10.450724129713826,1
3.363985653516029,,-0.7346131585778007,,,,,-4.082405173339307,2
2.0656382144393284,,">w*""GQ.ufwiUW0Jx(RH$Z^e",,,,,-15.338666794139629,0
6.0023699282775205,,-4.064424225814049,,,!&#DE#3Mqn]YO{k@N,,-15.969376221538177,0
6.116850645302308,,-4.445241643961479,,,WjHH#s=JJ2Z#._-qz,,-9.396374585184308,1
1.0059518134057057,,-1.5735144034381343,,,,,-4.50736162770262,2
2.0791768120294916,,-1.9160144459212916,,,,,1.7387773651963085,2
5.585159392533374,,-0.39644411213370084,,,,,-12.600639345722444,0
3.792041615850102,,"^n1v-#`8*-8?IDf$LvnXP""!n{",,,,,-1.502058597909002,2
4.416748939989329,,-0.08263298685812434,,,,,-2.7537580976869167,2
1.064783240031549,,-5.662022171382351,,,,"$6na/ETZS@TidWtO""L",5.250912278689418,2
7.343541004575761,,1.6043695348090918,,,,,-15.057067314294269,0
1.280677400274148,,0.6829037310568042,,,,,-2.77434218305449,2
3.553199582989669,,-0.8594891606495297,,,,,-6.46121530529583,1
2.9166528844002424,,-1.1679530010789536,,,,,-3.5060135862164863,2
2.070018098631453,,2.240264881761704,,,,,2.7276695046216575,2
3.913805678997025,,-3.1240457344858736,,,,,-10.664021978378582,1
5.4326723145929146,,-1.779338711899294,,,,,-10.815707907312257,1
4.009628773365682,,6.166483660879139,,,,,-4.862071192458414,1
7.045999045941622,,-0.2680242157241665,,,,,-13.05954926576495,0
6.947242594313212,,-0.8262856477397753,,,,,-13.559655610495053,0
0.7448715632252904,,-0.883000729665084,,,,,-2.223583043410132,2
|N?AO&Jx-8iy<-39j_*,,-2.2474196756751197,,,,,-12.00731476394782,0
0.1251276133493013,,1.5454741741978062,,,,,1.0864991732103766,2
-0.03298961007793297,,-1.252664494066312,,,j/Xy}4q#[pWH&6Vbo#c,,0.3732598313817137,2
0.02744987334700344,0}5>GDD_n<Ax%H@Pf,1.6143420380901063,,,,,1.3540192426561912,2
4.97645865220372,,0.834101984004393,,,,,-2.939710128255084,2
89}3/jc>(X#y_V`)s1!O,,-1.163367271281279,,,,^444rnZ2[)'zyW0oEIE%,-7.606896039589049,1
1.4757985235472946,,-0.2544555765138877,@Ot%46E!M1rgAVE,,,,3.5656578896538624,2
6.084307313119926,,2.4569167011900865,,,,,-8.366147938738441,1
1.4426158340966502,,0.5842415417304304,,,,,-11.330716201633212,1
9.81522162264014,,-1.6679211510196914,,,,,-18.702088567838807,0
6.012454775810634,,-0.01759931773472606,,,,,-12.550938879085104,0
5.204252275680166,,-0.5405217730177119,,,,,-8.339347314239784,1
6.018900178349017,,1.699485067469249,,,,,-6.803067494832949,1
3.9136365292397106,,-2.1145259901565248,,,,,-6.501538758549545,1
_`D}5w&oXWgu<WoIap{38w,,-3.489877840614502,,,,,-11.21578315615708,0
0.8973081062958448,,0.4394425102310055,,,,,1.8296549772388513,2
8.141450635929218,,-4.4335580815516025,,,,,-8.66788412228626,1
8.270501977545457,,-2.1926742833000423,,,,,-5.577844877358865,1
2.939559564148989,,-0.7990161914610229,,,,,-6.911473448811682,1
7.475753022569575,,-1.034105149410104,,,,,-15.579510430160578,0
4.678025510777304,,-1.9649561705252871,,,,,-10.445909793548946,1
3.6894328938625756,,-1.4560016691229283,,,,,-9.660726170143315,1
9.944087157967886,,-1.704990167156104,,,,,-9.563017187452292,1
3.810635783702906,,-1.3968040430251334,,,,wqT=kkh.M)|MC/QPwqep8mMJ*,-10.022679253726091,1
0.6790257370229434,,-2.7146995212390475,,,,,1.6030295627547804,2
6.894154738419275,,-3.1922967647459872,,,,,-5.019662762445072,1
3.1847372473392226,,-3.0884971620912762,,,,,-2.7186126737520877,2
1.1766314220096987,,-2.559730938250401,,,,,-3.5141913156325546,2
0.699424437584941,,-F|Gnpn^Ho5bXpy,,,,,-4.072978618826885,2
5.103394053201569,,-4.178989788760594,,,,,-4.508474066322401,2
wCaQ8feg6vK|Rx9Qqp'-,,0.2899627287563093,"d&qG$q$u""t>Jd*hz8bBt",,,,-11.472386245336775,0
5.383479007020184,,-2.7536818423666563,,,,,-6.006502113444159,1
8.545591941547631,,-1.0235325307149994,,,,,-16.37639873314739,0
3.7632795150530156,,-3.7039617750824907,,,,,-5.081815944978746,1
0.3337576523139646,,3.2650256414747645,,,,,4.157348157578499,2
5.871017763207805,,-2.146917093563161,,,,,-6.670841865862221,1
6.9442454637929885,,-3.142498582599284,,,,,-14.720690791577491,0
4.01396478606455,,-3.056430480445873,,,,,-0.3573924774648329,2
3.0390800993030984,,-1.9864198874028296,,"mR}I-AzChcLx^c""M.C}e'W!j",,,-9.12608982386763,1
7.793558489381923,,-3.484616110592274,,,,,-10.246560328200196,1
6.208237483944668,,0.016848199124219407,,,,,-10.758930863140035,1
7.044549571796787,,-0.7023788103897454,,,,,-2.63559583140496,2
7.037357561627677,,-4.896253297100786,,,,,-1.1313574869893694,2
9.701117787362472,,B4^W1|P[Nl`i]fsIal^,,,,,-16.284461357038264,0
4.35310922470846,,0.8934994410117345,,,,,-1.3461139538100038,2
2.7934427516392657,,-1.3362616922351145,,,,s$/w7Z02Xcf@%4(.o9v#Bl,-5.789747154538217,1
3.434949705436607,,-0.33979365418419905,,,,,-10.703048619100185,1
/E~Vgl`Pl42\(79aX?BO(,,0.6150939570186725,,,%e2ppYRbdgSp_dh55PAPX^s5,,-13.169873898376967,0
1.477356010566139,,-1.751164038562111,,,FS_azsFupva<Ur(So*vPB2/3=,,-9.092662276583017,1
6.33430160401264,,-0.12809562829803114,,z\8Sxm/S/=bdbG9K.sL9NLY*-,,,-5.609579859066622,1
1.3214523623272223,,-0.6620811563053809,,,,,3.8092345008494637,2
3.7315283483793604,,-1.468976576565824,,,,,-5.292036825481815,2
0.33748112824097315,,0.9566360526722238,,,,,3.7324013870959107,2
4.10004770921353,,-1.4496595551109843,,,,,-18.332558161772166,0
5.948075499348192,,1.825393028333778,,,,,-10.819342089370142,0
6.170311481038479,,-1.1466569112417406,,,,,-2.634537635087746,2
7.635378965483525,,-4.829928360804759,,,,,-13.485524497913344,0
7.752252135872535,,-5.1965099740905805,,,,,-13.999929354891913,0
7.540656773159475,,-1.1377993016946453,,,,,-14.615545599356132,0
1.771314365917126,,0.43012032809727957,,,,,-0.6581092451395536,2
8.093690894136394,,0.2979921169451552,,,,,-64.49485321749877,0
9.273092420767936,,-1.1222906003132413,,,,,-15.476030841731367,0
8.037366935326142,,-2.96157873124304,,,,,-30.12426601462987,1
1.1114692765071292,,-0.9564743775164224,,,,,-7.679254734227748,1
9.953316876415268,,1.4871411170681363,,,,,-4.096098876354048,2
7.51336168042168,,-2.071527133658281,,,,,-5.718823315199243,1
7.842135379300955,,!X3uO-~Om6(e2^lY]',,,,,-10.349674543597578,1
8.235410142645625,,-1.7185792361363441,,,,,-11.354407535897845,0
4.511491328648175,,-1.2061826017971145,,,,,-4.309504029925516,2
1.5613426345942427,,-1.7998357736941366,,,,,-6.319062618690109,1
3.8750023300175926,,1.4106996302582273,,,,,-9.66982609753517,1
8.60157818788592,,1.7382279936548672,,,,,-18.121057653270835,0
xBk8![QM[?u$<hw[?qM69-\Pj,,-0.11974640664076713,,,,,-10.604640205915697,1
7.720890996820058,,1.3899376359259568,,b.kx?aX.Tb+T4q#!,,,-13.139738136240787,0
4.6681458125749105,"w{e8J'Np@WBZ)(svM""'",-0.07104342565455853,,,,,1.78234729833287,2
7.1940984766734735,,-1.69978344044114,,,,,-12.39446648270214,0
34.8062511709411,,-2.0762466638408528,t`C9krLS*H>G=/m61,,,,-10.212980466873072,1
6.101027101836453,,0.31848001322904096,,,,,-9.134277681445163,1
0.9948333262784725,,-3.786782353711337,,,,,5.741745719131425,2
7.018297953874136,,-1.6012250878056753,,,,,-7.905148011790725,1
6.51788087398569,,1.5743634414893157,,,,,-8.227417800812828,1
8.731290746309293,,1.0207579084240803,,,,,-15.75071998973876,0
2.9590913670609296,,-3.932881446449307,,,,,-14.28330888994067,0
7.502578118366813,,-2.0977369527283085,,,,,-12.745376526689622,0
0.6777260348693045,,-1.6844908446972575,,,,,-4.100867049376648,2
1.7129114271931867,,-0.37788363916710516,,,,,-6.6496802500794105,1
3.076679820506988,,0.7928148336642371,,TlTONB!#bB2M_Kvl,,,-6.451285883862014,1
[)6I80>g\*R26YAd%R,,0.02215119443970545,,,,,-18.589092986219843,0
2.330363691352998,,-1.73279052750488,,,,,-24.16336485308307,2
"-D@[dac}Vlghf""R5x_W9nXxI",,1.5385052248295579,,,,,-3.610140599861811,2
9.708117463205811,,-2.1785963277137603,,,,,-18.635047616719312,0
7.740879236271334,,0.8666023057778391,,,,,-14.655434785294887,0
8.659340564975524,,-4.969496117724663,,,,,-23.12888781353456,0
3.125650712251511,,-1.5675113908708342,,,,,5.175302006628122,2
2.123465566078478,,-1.4432568312933163,,,,,-5.728213604787362,1
